date,美国国债收益率10年,"('date', '')","('美国国债收益率10年', '')",美国国债收益率10年_change,美国国债收益率10年_pct_change,"('date', '')_change","('date', '')_pct_change","('美国国债收益率10年', '')_change","('美国国债收益率10年', '')_pct_change",美国国债收益率10年_change_change,美国国债收益率10年_change_pct_change,美国国债收益率10年_pct_change_change,美国国债收益率10年_pct_change_pct_change,美国国债收益率10年_change_change_change,美国国债收益率10年_change_change_pct_change,美国国债收益率10年_change_pct_change_change,美国国债收益率10年_change_pct_change_pct_change,美国国债收益率10年_pct_change_change_change,美国国债收益率10年_pct_change_change_pct_change,美国国债收益率10年_pct_change_pct_change_change,美国国债收益率10年_pct_change_pct_change_pct_change,美国国债收益率10年_change_change_change_change,美国国债收益率10年_change_change_change_pct_change,美国国债收益率10年_change_change_pct_change_change,美国国债收益率10年_change_change_pct_change_pct_change,美国国债收益率10年_change_pct_change_change_change,美国国债收益率10年_change_pct_change_change_pct_change,美国国债收益率10年_change_pct_change_pct_change_change,美国国债收益率10年_change_pct_change_pct_change_pct_change,美国国债收益率10年_pct_change_change_change_change,美国国债收益率10年_pct_change_change_change_pct_change,美国国债收益率10年_pct_change_change_pct_change_change,美国国债收益率10年_pct_change_change_pct_change_pct_change,美国国债收益率10年_pct_change_pct_change_change_change,美国国债收益率10年_pct_change_pct_change_change_pct_change,美国国债收益率10年_pct_change_pct_change_pct_change_change,美国国债收益率10年_pct_change_pct_change_pct_change_pct_change,美国国债收益率10年_change_change_change_change_change,美国国债收益率10年_change_change_change_change_pct_change,美国国债收益率10年_change_change_change_pct_change_change,美国国债收益率10年_change_change_change_pct_change_pct_change,美国国债收益率10年_change_change_pct_change_change_change,美国国债收益率10年_change_change_pct_change_change_pct_change,美国国债收益率10年_change_change_pct_change_pct_change_change,美国国债收益率10年_change_change_pct_change_pct_change_pct_change,美国国债收益率10年_change_pct_change_change_change_change,美国国债收益率10年_change_pct_change_change_change_pct_change,美国国债收益率10年_change_pct_change_change_pct_change_change,美国国债收益率10年_change_pct_change_change_pct_change_pct_change,美国国债收益率10年_change_pct_change_pct_change_change_change,美国国债收益率10年_change_pct_change_pct_change_change_pct_change,美国国债收益率10年_change_pct_change_pct_change_pct_change_change,美国国债收益率10年_change_pct_change_pct_change_pct_change_pct_change,美国国债收益率10年_pct_change_change_change_change_change,美国国债收益率10年_pct_change_change_change_change_pct_change,美国国债收益率10年_pct_change_change_change_pct_change_change,美国国债收益率10年_pct_change_change_change_pct_change_pct_change,美国国债收益率10年_pct_change_change_pct_change_change_change,美国国债收益率10年_pct_change_change_pct_change_change_pct_change,美国国债收益率10年_pct_change_change_pct_change_pct_change_change,美国国债收益率10年_pct_change_change_pct_change_pct_change_pct_change,美国国债收益率10年_pct_change_pct_change_change_change_change,美国国债收益率10年_pct_change_pct_change_change_change_pct_change,美国国债收益率10年_pct_change_pct_change_change_pct_change_change,美国国债收益率10年_pct_change_pct_change_change_pct_change_pct_change,美国国债收益率10年_pct_change_pct_change_pct_change_change_change,美国国债收益率10年_pct_change_pct_change_pct_change_change_pct_change,美国国债收益率10年_pct_change_pct_change_pct_change_pct_change_change,美国国债收益率10年_pct_change_pct_change_pct_change_pct_change_pct_change
2015-01-02,0.2122999906539917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,0.2039000034332275,,,-0.008399987220764182,-0.039566592513207155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,0.1963000059127807,,,-0.007599997520446794,-0.03727316033584871,,,,,0.0007999897003173884,-0.0952370139730534,0.0022934321773584454,-0.057963853637204354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,0.1953999996185302,,,-0.0009000062942505216,-0.0045848510806995035,,,,,0.006699991226196272,-0.8815780805415827,0.032688309255149206,-0.8769932294608818,0.005900001525878884,7.3750968587947,-0.7863410665685293,8.256674939336282,0.03039487707779076,13.253008908595373,-0.8190293758236774,14.130002138056255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,0.2016000032424926,,,0.006200003623962419,0.031729803664618084,,,,,0.007100009918212941,-7.888844737608707,0.03631465474531759,-7.92057454127324,0.0004000186920166682,0.05970436057477757,-7.007266657067125,7.948549098183484,0.003626345490168381,0.11093707728542568,-7.043581311812358,8.031511618558666,-0.005499982833862216,-0.9322002392267043,-7.315392498219923,-0.9919045998014818,-6.220925590498595,7.9112307050752815,-0.3081258411527976,-0.03731839310820273,-0.02676853158762238,-0.8806922139909519,-13.142071831309947,-0.9916292912763776,-6.22455193598868,7.599912920985043,-6.09849051949759,-0.4315986975736231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,0.1970999956130981,,,-0.004500007629394509,-0.022321466056633543,,,,,-0.010700011253356928,-1.7258072579187553,-0.05405126972125163,-1.703485791862123,-0.01780002117156987,-2.5070417332670574,6.163037479689952,-0.781234475348302,-0.09036592446656921,-2.48841480389459,6.217088749411117,-0.7849290120324672,-0.018200039863586537,-45.49797353676705,-2.566746093841835,-42.99093180349997,13.170304136757077,-1.879520900417607,-8.729783573531787,-1.098286425069305,-0.0939922699567376,-25.919281605011463,-2.5993518811800156,-23.43086680111686,13.260670061223475,-1.8826601801252467,-8.816440630591133,-1.0977311680927793,-0.012700057029724321,2.3091084851270427,-44.565773297540346,47.80708202189409,4.748646404378088,-0.6491307753525994,-41.99902720369849,42.341801028147366,19.39122972725567,-3.11709719802347,-9.790751605492888,-1.237576297605863,-8.42165773237899,27.331877459127952,-1.0609680319611021,28.430163884197288,-0.06722373836911522,2.5112971979456318,-25.038589391020512,28.430578802957097,10.542719950129932,-0.8022114081748309,-22.43923750984048,22.62865539294203,19.485221997212157,-3.130381463210847,-9.48257310111029,-1.2477212830856002,-2.7179501110935433,0.44567587707219314,-0.6661324705191561,1.5434070451649724
2015-01-12,0.1911999940872192,,,-0.005900001525878912,-0.029934052040571646,,,,,-0.0013999938964844028,0.3111092273131939,-0.007612585983938103,0.341043279353767,0.009300017356872525,-0.8691595865335954,2.0369164852319495,-1.1802688138467892,0.046438683737313524,-0.8591599046017411,2.04452907121589,-1.200203183955508,0.027100038528442394,-1.522472263781713,1.637882146733462,-0.6533126772481175,-4.126120994458002,-0.6694947106934643,-0.39903433849848713,0.5107741031533246,0.13680460820388274,-1.513895962570421,1.629254899292849,-0.6547360579686796,-4.172559678195227,-0.6711436568426745,-0.41527417192304084,0.5290595271128335,0.04530007839202893,-2.4890098445697584,43.97550127298533,-0.9665375807880454,4.204628240575297,-1.6381161544038527,42.33761912625185,-0.9848034771557352,-17.29642513121508,-1.3132897275274296,1.2100261897241427,-0.6437950168339652,8.3307492350333,-0.9542904660651226,1.6090605282226296,-1.4650645692184472,0.23079687816062033,-2.4554878637025217,24.405385642441043,-0.9415919011321012,4.228606780472864,-1.6267927444102812,22.77613074314818,-0.9720566864416015,-17.433229739418703,-1.3146567751803526,1.2115165232825722,-0.6435131183376781,8.401166458668092,-0.9528977521288886,1.6267906952056128,-1.4819572792417222
2015-01-13,0.1889999985694885,,,-0.002199995517730702,-0.011506253063622629,,,,,0.00370000600814821,-0.6271195002101337,0.018427798976949017,-0.6156132471465131,0.005099999904632613,-3.642872956403229,-0.9382287275233276,-3.0157534561930945,0.02604038496088712,-3.420701587585359,-0.9566565265002801,-2.8050883404388465,-0.0042000174522399125,-0.4516139369499331,-2.773713369869634,3.1912590194532964,-2.975145212755277,-1.4606122707168767,-1.8354846423463054,1.5551411854762178,-0.020398298776426405,-0.43925230292512263,-2.5615416829836177,2.9814492846602363,-3.00118559771617,-1.4679104542795043,-1.6048851564833384,1.3371778861593424,-0.031300055980682306,-1.1549819734695894,1.0708583268317797,-0.7033680365196564,-4.4115955166030965,-2.693475550363276,3.844571696701414,-5.8847345698165725,1.1509757817027255,-0.2789486259003694,-0.7911175600234124,1.1816636448165077,-1.4364503038478182,3.5998162695796774,1.0443670823228932,2.0446750841034596,-0.15720290698030914,-1.1491053484545375,1.0746436596452984,-0.7098530455294148,-4.190796582276467,-2.572216651977178,3.6361853426289157,-5.553665936637415,1.171374080479057,-0.28073273261982823,-0.7967667974368298,1.1871777216596762,-1.1896109845602976,2.8646399535311287,0.8081183590465089,1.5274620673717871
2015-01-14,0.1837000012397766,,,-0.005299997329711897,-0.028042314126067502,,,,,-0.0031000018119811956,1.4090946036012162,-0.016536061062444873,1.4371369177272952,-0.006800007820129406,-1.8378369670628438,2.03621410381135,-3.24693157066406,-0.03496386003939389,-1.8973432520687639,2.0527501648738085,-3.334480169796059,-0.011900007724762018,-2.3333348916247196,1.8050359893403853,-0.495497924561876,2.9744428313346774,-3.1702747358700147,-0.23117811447096548,0.0766568347940455,-0.06100424500028101,-2.3426783087849854,1.523358335516595,-0.44533505671622153,3.0094066913740884,-3.14575462353594,-0.5293918293572126,0.18872554626011917,-0.007699990272522106,1.8333233992672153,-1.8817209546747864,4.166658290891935,4.578749359210019,-1.650765147166314,-3.6867569440151726,-1.1552672226044383,5.949588044089954,-1.9997639169282937,-1.709662465153138,1.1705108189417208,1.60430652787534,-0.8740506408294162,-1.4784843506821723,-0.9507074756234615,-0.040605946223854605,1.9906535671877434,-1.9034260058598629,4.333331875972728,4.084900018500212,-1.5947037073947694,-3.426784341376458,-1.1493686506785479,6.010592289090258,-2.0027392819904826,-1.6778441692564356,1.1430153415454578,1.0754933271261258,-0.670137251118187,-1.1484523398992232,-0.8588627973783063
2015-01-15,0.1774999976158142,,,-0.006200003623962391,-0.033750699957098895,,,,,-0.0009000062942504938,0.16981259390547976,-0.005708385831031393,0.20356329386257777,0.002199995517730702,-0.7096755586490111,-1.2392820096957364,-0.879488152554491,0.01082767523141348,-0.6547916816783088,-1.2335736238647175,-0.8583549755408865,0.009000003337860107,-1.3235283805436617,1.1281614084138327,-0.6138528218946506,-3.2754961135070864,-1.6086206786290647,2.367443418109569,-0.7291325260745736,0.04579153527080737,-1.3096819178206842,1.242551570390455,-0.6548902361423753,-3.286323788738526,-1.6009370477583427,2.4761251942551725,-0.7425820722174561,0.020900011062622126,-1.7563023105550206,1.009806511081058,-0.4327739300113588,-0.6768745809265526,-0.37499229097027753,-0.1183548973327746,0.23886053092437298,-6.249938944841764,-2.1012133361585983,1.56165405724095,-0.4925926575295334,2.5986215325805344,-11.240776569734091,-0.8057893608686191,-10.511644043659505,0.10679578027108838,-1.7506286697031728,1.0329963909643012,-0.44094675188248866,-0.2808067651261399,-0.18433401950100847,-0.20955517942615376,0.4705562166413668,-6.295730480112614,-2.092017173404369,1.5448175757775973,-0.4910801256460262,3.005517023612385,-5.677301493794649,-0.9313076184775753,-4.934719421577194
